Temp,TOC,Turbidity,pH,ORP,Conductivity,DoW,hour,workhour,workday,Anomaly
-1.3072049900607547,1.5606601966281404,0.6082630445593608,1.8268285064390268,-0.05314093237533776,2.437608143658544,-0.5482538190730103,-0.19555507937171682,1.6888599630096024,0.5856477703005568,1.0
0.661732870093596,-0.3853674110484853,-0.2800690553126126,-0.11924652076838832,0.015193263756328491,-0.2434012945907993,0.10267227637548468,-1.61564621846459,-0.6236095644623236,0.5542468245138261,1.0
-0.8780913062651359,1.4225645492312662,0.15352236383194517,0.5367280668831043,-0.38566230843285904,-0.2631877995133354,1.1460704196266038,1.1255335284173722,-0.6236095644623236,-1.8042503010769235,0.0
0.949217654841082,-0.5855568993738812,-0.2170500479765933,-0.7177711223060113,0.6296384527053582,-0.3698623515078889,-0.9407258668756348,0.8367696141948695,-0.6236095644623236,0.5542468245138261,1.0
0.9569712036971754,-1.0329389354906406,-0.16434811319340697,-0.5198573417143534,1.661485003840638,-0.45745438829566965,-0.9407258668756348,0.25993426516046864,1.6035674514745464,0.5542468245138261,1.0
0.7961258699095243,-0.8416037218932447,-0.06739620846035996,-0.23419678724090487,0.8503501703087097,-0.1443077877616166,-1.4155701138149168,0.6746224131612816,1.7078878795680705,0.5959396988709973,1.0
0.6309480326417014,-0.1784722535898574,-0.34207011905577,-0.0867719590650077,-0.8291360273647879,-0.15745322802804493,0.5195651824677294,0.029058018516497017,1.597873907339827,0.5877216263412497,0.0
0.708844202439274,-0.23882373464730325,0.00542618611299666,-0.3651721956021374,-0.1808100617248552,-0.38684147488917364,-0.3909685914901826,-1.2465386383100598,-0.6343874558285452,0.5501307480789298,0.0
0.7197204823804759,-0.5623703379901798,-0.2020552203463905,-0.19290705269831748,-0.7333082047138048,-0.33706741602782797,0.1285124168845996,-0.15748357350423425,1.162896338542788,0.5883737906394589,0.0
0.7881356100004935,-0.8220742555169217,-0.29464821128921154,-0.508269803062992,1.3384405427917498,-0.17176863116605148,-1.726264894503848,0.5624388276166581,1.7081292480992416,0.6655608586892396,1.0
-1.2217027481208145,1.7097073967747956,0.29261854931189624,0.5148518105563418,0.6324918008378245,-0.14715530687526365,0.1572147467444252,0.6916681732658418,1.484308937658547,0.5821895689269723,1.0
0.7169898544259535,-0.34735288130770237,-0.21293350814846715,-0.060385097923337704,0.20267709046430504,-0.08694766893099601,-0.4274872754697209,-1.3537360432373768,-0.8304236116854727,0.5742704603297057,1.0
1.3287707298732607,-1.0901904071028294,-0.2975613553998696,-0.7248192774777323,-0.4277886831411183,-0.45171653842650183,1.3809170729135898,-1.3915139205636433,-0.45587734758680315,-1.6984967563913473,0.0
-0.44736331783442923,-0.025349986686798866,0.11423062814190779,-0.9371618575318946,0.18064980999281058,-0.7892721791652493,-0.41884419144481594,-1.4712642613533384,-0.6236095644623236,0.5542468245138261,0.0
0.8359461716220346,-0.7685596288539697,-0.3461214981622305,-0.4865540957339815,0.1179010067953617,-0.5869405273511963,-0.6166931544399337,1.340099891560027,-0.5337001879995953,0.561768531753554,1.0
-1.04329994385079,1.6501126002752196,0.11431824861072043,0.6091457521569871,-0.3300087934746925,-0.17980117497498155,-1.462242334695935,0.548351939677669,1.6035674514745464,0.5542468245138261,0.0
1.0978853630555252,-0.8125906370950127,-0.18021935220433125,-0.8818219475095355,-0.4766633261347264,-0.5325525704252606,-0.9407258668756348,-1.3272285439473896,-0.6236095644623236,0.5542468245138261,0.0
-1.4768529593249438,1.3998729362074906,-0.04444446127247458,2.0893063605576137,0.7063499039895474,2.3186760258726635,1.1460704196266038,1.4139512029345727,-0.6236095644623236,-1.8042503010769235,0.0
0.8297664566516465,0.009914783038752971,0.035208070193310084,-0.6784086075016578,-0.9334201090464069,-0.3519140289795553,-0.3915727559507199,0.9731983165552189,-0.5570146483378758,0.6472993859193388,0.0
-1.9531193546449317,-2.9431719978063806,-0.005997388382299837,2.0364725646571986,-0.4533436478650354,2.1211346545206404,0.24594133037062896,0.7873899294425323,-0.6058492241101829,0.760323534416226,0.0
-0.9962723694086216,1.624985846760173,0.22609847380786882,0.9289361669644727,-0.14419976239265897,-0.27903500568574113,1.2226667508350653,0.5231826362309819,-0.7240305375109428,-1.8913934999291289,0.0
0.26253165542532003,0.3904993962379984,0.08154395690778336,0.2976778579995888,3.3807269200873975,-0.1709351882738702,0.10267227637548468,0.4039699825664177,1.6035674514745464,0.5542468245138261,1.0
0.667329170472756,0.06334135376286745,0.1469940221420198,-0.6440459595221367,1.908084502308802,-0.3417858676547664,-1.4347275247689106,0.28988350099943244,1.6883263364563166,0.23824741704840624,1.0
0.8060555433894144,-0.8339634567511016,-0.18542951532891067,-0.39505882154251043,-0.9136186260089814,-0.2639637584379589,-0.9407258668756348,-0.02882964906203429,1.6035674514745464,0.5542468245138261,1.0
-1.5598687740462625,1.3802278055889008,-0.07627507639325844,1.9722683145926134,0.6762669229310789,2.250308720957969,-0.41884419144481594,-1.4712642613533384,-0.6236095644623236,0.5542468245138261,1.0
0.6978057116897114,-0.02460797794347156,-0.20898461427051718,0.017308012733072732,-0.9347918957749168,-0.2659023180101098,-1.4230787637247233,-0.5105469469099082,1.591801023995101,0.5352193301484658,0.0
-1.161196733335523,0.6197384205503872,-0.18057339882742857,1.890365342399452,2.523361959921045,1.837770196560354,0.6245539518063037,0.4039699825664177,1.6035674514745464,0.5542468245138261,0.0
1.1567183923021824,0.6083761111170807,0.10072560576261134,-0.4598505708117464,0.14199861709383177,-0.4300071577515501,-1.447557776768443,-1.4308211407959674,-0.6176301097577088,0.6598904032354885,0.0
